M_NS500559:167:HCLTNBGXT:1:11108:7064:1211 1750049983 54 51.85
M_M02279:795:000000000-DK97M:1:1101:13747:1903 2120640771 105 72.38
M_NS500559:167:HCLTNBGXT:3:23503:15389:11566 2537409542 41 63.41
M_M02279:795:000000000-DK97M:1:1101:12336:1949 2120640771 66 69.70
M_NS500559:167:HCLTNBGXT:4:13612:2984:3641 485307073 60 70.00
M_NS500559:167:HCLTNBGXT:4:13508:12230:20258 391796048 42 38.10
M_NS500559:167:HCLTNBGXT:4:23607:7653:12430 2120640771 62 64.52
M_NS500559:167:HCLTNBGXT:1:13105:1498:15418 2429747686 37 59.46
M_NS500559:167:HCLTNBGXT:4:13408:11389:17759 3111338292 99 72.73
R_NS500559:167:HCLTNBGXT:3:23403:6555:2733 1782216901 76 61.84
M_NS500559:167:HCLTNBGXT:4:13405:25412:8840 2120640771 107 73.83
F_NS500559:167:HCLTNBGXT:1:11309:22694:14453 3111338292 73 72.60
M_M02279:795:000000000-DK97M:1:1101:16189:2869 1750049983 66 51.52
M_NS500559:167:HCLTNBGXT:4:21507:23464:17273 2120640771 59 74.58
M_NS500559:167:HCLTNBGXT:4:12407:2807:17394 3111338292 57 68.42
M_M02279:795:000000000-DK97M:1:1101:17865:3079 1750049983 50 44.00
M_NS500559:167:HCLTNBGXT:4:11605:17501:16465 1293883061 82 69.51
M_NS500559:167:HCLTNBGXT:4:23502:20636:18535 3987290144 51 58.82
M_NS500559:167:HCLTNBGXT:1:11112:24591:5404 3111338292 67 67.16
M_NS500559:167:HCLTNBGXT:4:12612:6392:12018 1750049983 79 50.63
M_M02279:795:000000000-DK97M:1:1101:9519:3391 485307073 57 61.40
M_NS500559:167:HCLTNBGXT:4:21506:25249:1442 2120640771 42 64.29
M_NS500559:167:HCLTNBGXT:3:21603:12578:19486 3111338292 42 59.52
M_NS500559:167:HCLTNBGXT:4:22512:2847:18685 1293883061 58 79.31
M_NS500559:167:HCLTNBGXT:3:23407:2592:2685 1750049983 45 60.00
M_NS500559:167:HCLTNBGXT:4:13502:3102:14718 1750049983 38 65.79
R_NS500559:167:HCLTNBGXT:4:13407:11741:5694 1750049983 76 42.11
M_NS500559:167:HCLTNBGXT:4:21412:3500:3828 1750049983 43 72.09
M_NS500559:167:HCLTNBGXT:1:22311:22769:14405 1750049983 48 58.33
M_NS500559:167:HCLTNBGXT:3:21510:8926:5536 1750049983 44 77.27
M_NS500559:167:HCLTNBGXT:3:23401:19322:16006 3111338292 117 69.23
M_NS500559:167:HCLTNBGXT:1:22203:11205:5587 2120640771 44 63.64
M_NS500559:167:HCLTNBGXT:1:23304:7867:20180 1415948987 93 75.27
M_NS500559:167:HCLTNBGXT:3:21601:18594:11044 1750049983 69 56.52
M_NS500559:167:HCLTNBGXT:3:13605:21859:12388 2542387049 64 65.62
M_NS500559:167:HCLTNBGXT:4:12407:8944:5663 3987290144 50 64.00
M_NS500559:167:HCLTNBGXT:4:22506:4023:17101 1750049983 140 59.29
M_M02279:795:000000000-DK97M:1:1101:23319:4234 2120640771 63 79.37
M_M02279:795:000000000-DK97M:1:1101:13116:4295 1750049983 73 45.21
M_NS500559:167:HCLTNBGXT:4:21405:3703:3318 3987290144 79 55.70
M_NS500559:167:HCLTNBGXT:4:23603:26298:16871 1750049983 88 47.73
M_NS500559:167:HCLTNBGXT:4:11406:2285:7169 2429747686 72 56.94
M_M02279:795:000000000-DK97M:1:1101:21643:4409 2120640771 65 63.08
