M_NS500559:167:HCLTNBGXT:4:22612:10551:19710 3111338292 46 71.74
M_NS500559:167:HCLTNBGXT:3:22511:4767:2570 3224013471 60 48.33
M_NS500559:167:HCLTNBGXT:4:23409:17706:18879 303210868 42 64.29
M_NS500559:167:HCLTNBGXT:1:11203:24316:13713 1293883061 46 78.26
M_NS500559:167:HCLTNBGXT:3:23510:21841:16340 2511675631 53 54.72
M_NS500559:167:HCLTNBGXT:3:23610:15526:7892 2988307104 61 31.15
M_NS500559:167:HCLTNBGXT:4:23410:17854:19980 1334717807 56 75.00
M_NS500559:167:HCLTNBGXT:4:11403:16688:11651 2511675631 42 59.52
M_NS500559:167:HCLTNBGXT:1:12110:10535:16079 2511675631 49 48.98
M_NS500559:167:HCLTNBGXT:1:12301:9496:8488 2511675631 64 31.25
M_NS500559:167:HCLTNBGXT:3:23611:21671:4672 2511675631 46 41.30
M_NS500559:167:HCLTNBGXT:1:13205:12043:13352 1119752318 52 71.15
M_NS500559:167:HCLTNBGXT:1:13206:21660:1502 2511675631 42 47.62
M_NS500559:167:HCLTNBGXT:1:13212:22598:2223 2542387049 43 69.77
M_NS500559:167:HCLTNBGXT:1:13212:2229:17317 1782216901 55 70.91
M_NS500559:167:HCLTNBGXT:4:13601:22713:16649 2511675631 46 63.04
M_NS500559:167:HCLTNBGXT:3:13612:26797:7435 3987290144 50 50.00
M_NS500559:167:HCLTNBGXT:3:21411:3143:11426 1860739569 39 79.49
M_NS500559:167:HCLTNBGXT:3:12407:16355:15516 2511675631 51 70.59
M_NS500559:167:HCLTNBGXT:1:21203:8376:12751 2501456156 38 44.74
M_NS500559:167:HCLTNBGXT:3:12607:18043:12556 2938669641 43 37.21
M_NS500559:167:HCLTNBGXT:4:23611:3852:16146 2542387049 47 68.09
M_NS500559:167:HCLTNBGXT:4:13611:16757:17381 2511675631 59 50.85
M_NS500559:167:HCLTNBGXT:4:11511:20572:1794 3224013471 77 37.66
M_NS500559:167:HCLTNBGXT:1:23105:20873:12110 2511675631 38 42.11
M_NS500559:167:HCLTNBGXT:1:23106:23339:16226 3987290144 60 61.67
M_NS500559:167:HCLTNBGXT:4:11407:17923:10305 2938669641 40 62.50
M_NS500559:167:HCLTNBGXT:1:23203:22933:17413 2988307104 89 40.45
M_NS500559:167:HCLTNBGXT:1:23308:7564:3793 1334717807 42 66.67
M_NS500559:167:HCLTNBGXT:1:23312:10444:13568 3987290144 47 76.60
M_NS500559:167:HCLTNBGXT:4:11605:5512:19957 1786555517 37 64.86
M_NS500559:167:HCLTNBGXT:2:11104:22793:15743 2511675631 44 63.64
M_NS500559:167:HCLTNBGXT:2:11105:24229:16844 4070094777 40 27.50
M_NS500559:167:HCLTNBGXT:3:22603:14612:12995 1119752318 40 70.00
M_NS500559:167:HCLTNBGXT:2:12111:6274:4200 2120640771 38 71.05
M_NS500559:167:HCLTNBGXT:2:12201:15540:10004 3987290144 53 66.04
M_NS500559:167:HCLTNBGXT:2:12301:22580:8945 2938669641 54 38.89
M_NS500559:167:HCLTNBGXT:2:13111:3503:4951 391796048 58 31.03
M_NS500559:167:HCLTNBGXT:3:22403:13653:2877 2511675631 46 63.04
M_NS500559:167:HCLTNBGXT:3:22501:5600:20263 85344544 38 50.00
M_NS500559:167:HCLTNBGXT:3:23408:20202:7002 47310088 53 39.62
M_NS500559:167:HCLTNBGXT:2:21111:26536:15199 3987290144 43 60.47
M_NS500559:167:HCLTNBGXT:4:22406:1863:5028 2501456156 36 47.22
M_NS500559:167:HCLTNBGXT:2:21209:9050:14121 2542387049 40 60.00
M_NS500559:167:HCLTNBGXT:3:23411:1446:9188 1860739569 45 51.11
M_NS500559:167:HCLTNBGXT:2:22101:14771:1275 2511675631 49 61.22
M_NS500559:167:HCLTNBGXT:3:21404:16937:7361 2511675631 40 72.50
M_NS500559:167:HCLTNBGXT:2:22206:11272:7339 3224013471 40 55.00
M_NS500559:167:HCLTNBGXT:2:22304:19180:6457 2501456156 49 36.73
M_NS500559:167:HCLTNBGXT:2:22307:11606:4652 2511675631 42 50.00
M_NS500559:167:HCLTNBGXT:2:23202:6604:8965 2542387049 51 58.82
M_NS500559:167:HCLTNBGXT:2:23202:24166:13320 3111338292 37 67.57
M_NS500559:167:HCLTNBGXT:3:13506:13001:15016 1334717807 46 65.22
M_NS500559:167:HCLTNBGXT:2:23306:8062:13105 2503955231 42 78.57
M_NS500559:167:HCLTNBGXT:2:22112:13234:13705 2511675631 41 46.34
M_NS500559:167:HCLTNBGXT:3:11507:22180:15102 1334717807 38 44.74
M_NS500559:167:HCLTNBGXT:3:11509:9078:3274 3415081759 37 35.14
M_NS500559:167:HCLTNBGXT:4:13412:9548:14251 391796048 47 31.91
M_NS500559:167:HCLTNBGXT:3:11611:12771:11451 1860739569 80 75.00
M_NS500559:167:HCLTNBGXT:4:11509:4665:6231 2429747686 63 55.56
