M_NS500559:166:HH5VNAFX5:1:21106:15316:18176 2120640771 93 75.27
M_NS500559:166:HH5VNAFX5:2:21303:10176:3836 3111338292 95 68.42
M_NS500559:166:HH5VNAFX5:3:11401:7349:1156 1750049983 87 44.83
R_NS500559:166:HH5VNAFX5:3:21411:11594:17023 1334717807 76 59.21
M_NS500559:166:HH5VNAFX5:4:21602:6378:12669 2537409542 54 61.11
M_NS500559:166:HH5VNAFX5:4:21605:18275:2557 1750049983 56 58.93
F_NS500559:166:HH5VNAFX5:3:11405:14054:1326 2429747686 76 43.42
M_NS500559:166:HH5VNAFX5:1:21303:13405:16529 2429747686 94 50.00
M_NS500559:166:HH5VNAFX5:4:11507:3092:11663 2429747686 47 51.06
M_NS500559:166:HH5VNAFX5:1:11207:8012:8401 1334717807 63 63.49
R_NS500559:166:HH5VNAFX5:1:21304:12016:19937 1293883061 76 72.37
M_NS500559:166:HH5VNAFX5:3:21408:4994:4454 2537409542 68 69.12
M_NS500559:166:HH5VNAFX5:1:21310:3936:12614 2429747686 65 60.00
M_NS500559:166:HH5VNAFX5:2:21312:14811:13694 3111338292 42 61.90
M_NS500559:166:HH5VNAFX5:4:21611:7826:9906 1750049983 41 51.22
F_NS500559:166:HH5VNAFX5:4:21504:9506:15018 2537409542 60 63.33
M_NS500559:166:HH5VNAFX5:3:21402:7684:6107 1750049983 59 40.68
R_NS500559:166:HH5VNAFX5:4:21404:8980:7576 3111338292 76 73.68
M_NS500559:166:HH5VNAFX5:3:21505:13841:1107 3111338292 50 68.00
M_NS500559:166:HH5VNAFX5:2:11101:2569:18196 1786555517 139 69.06
M_NS500559:166:HH5VNAFX5:2:21308:21213:16958 2429747686 44 75.00
M_NS500559:166:HH5VNAFX5:4:11402:13631:9513 1750049983 141 63.12
M_NS500559:166:HH5VNAFX5:3:11401:13407:1211 3111338292 114 61.40
M_NS500559:166:HH5VNAFX5:1:21212:3414:10709 2120640771 66 66.67
M_NS500559:166:HH5VNAFX5:3:11401:25118:1217 1860739569 90 67.78
M_NS500559:166:HH5VNAFX5:3:11401:15103:1222 1750049983 73 52.05
M_NS500559:166:HH5VNAFX5:1:21301:6520:15387 1415948987 66 60.61
M_NS500559:166:HH5VNAFX5:1:11209:22161:13752 1750049983 53 56.60
M_NS500559:166:HH5VNAFX5:2:11302:5129:16323 1293883061 88 78.41
M_NS500559:166:HH5VNAFX5:4:21407:22662:14100 485307073 81 70.37
M_NS500559:166:HH5VNAFX5:1:11109:24242:18479 1750049983 59 40.68
M_NS500559:166:HH5VNAFX5:3:21507:24985:12102 1322437659 53 66.04
M_NS500559:166:HH5VNAFX5:2:11310:16242:13898 1750049983 91 52.75
M_NS500559:166:HH5VNAFX5:2:21204:9389:19831 1750049983 94 52.13
M_NS500559:166:HH5VNAFX5:1:11212:26141:15464 1293883061 114 71.93
M_NS500559:166:HH5VNAFX5:2:21103:20937:16103 3987290144 68 66.18
M_NS500559:166:HH5VNAFX5:3:21612:12567:3781 3707286674 51 49.02
M_NS500559:166:HH5VNAFX5:4:11612:26310:13822 1334717807 45 75.56
M_NS500559:166:HH5VNAFX5:3:11401:20052:1032 1782216901 47 80.85
M_NS500559:166:HH5VNAFX5:4:11402:10643:18302 1293883061 65 73.85
M_NS500559:166:HH5VNAFX5:4:21407:3089:10927 3111338292 109 67.89
M_NS500559:166:HH5VNAFX5:2:21202:2267:16796 485307073 42 71.43
M_NS500559:166:HH5VNAFX5:3:11401:7309:1037 3111338292 48 72.92
