M_NS500382:58:HKCMKBGX3:1:11101:18611:2451 1750049983 61 59.02
M_NS500382:58:HKCMKBGX3:1:11101:6339:2481 2429747686 63 63.49
M_NS500382:58:HKCMKBGX3:1:11101:19370:2504 1293883061 46 73.91
M_NS500382:58:HKCMKBGX3:2:13105:15998:19578 2429747686 63 55.56
M_NS500382:58:HKCMKBGX3:2:21207:7929:12040 2429747686 49 63.27
M_NS500382:58:HKCMKBGX3:4:23506:7905:11880 1293883061 103 70.87
M_NS500382:58:HKCMKBGX3:1:11101:22127:2747 2429747686 67 55.22
M_NS500382:58:HKCMKBGX3:1:11101:15115:2752 2429747686 97 50.52
M_NS500382:58:HKCMKBGX3:2:12304:4177:10826 2120640771 77 66.23
M_NS500382:58:HKCMKBGX3:4:11408:9951:6316 1750049983 59 37.29
M_NS500382:58:HKCMKBGX3:2:12108:26886:9315 2120640771 44 70.45
M_NS500382:58:HKCMKBGX3:4:12612:13829:1140 2429747686 70 55.71
M_NS500382:58:HKCMKBGX3:2:21107:13337:13385 2429747686 60 60.00
M_NS500382:58:HKCMKBGX3:4:22412:2318:17386 1293883061 76 65.79
M_NS500382:58:HKCMKBGX3:4:23604:3175:7550 1750049983 41 51.22
M_NS500382:58:HKCMKBGX3:4:23409:13508:19623 2429747686 83 68.67
M_NS500382:58:HKCMKBGX3:1:11101:19147:3004 2429747686 57 56.14
M_NS500382:58:HKCMKBGX3:4:12409:24500:20357 2429747686 61 55.74
M_NS500382:58:HKCMKBGX3:1:11101:20294:3055 2429747686 54 61.11
M_NS500382:58:HKCMKBGX3:1:11101:17021:3062 1293883061 102 65.69
M_NS500382:58:HKCMKBGX3:1:11101:12127:3117 2429747686 72 62.50
M_NS500382:58:HKCMKBGX3:4:21607:1738:2218 1750049983 44 70.45
M_NS500382:58:HKCMKBGX3:4:23605:4580:8996 1293883061 49 75.51
M_NS500382:58:HKCMKBGX3:4:23409:25844:18385 2120640771 41 78.05
M_NS500382:58:HKCMKBGX3:1:11101:19096:3268 2120640771 42 64.29
M_NS500382:58:HKCMKBGX3:1:11101:19233:3416 2429747686 47 63.83
M_NS500382:58:HKCMKBGX3:1:11101:15508:3435 2429747686 44 54.55
M_NS500382:58:HKCMKBGX3:1:11101:3121:3468 2429747686 48 52.08
M_NS500382:58:HKCMKBGX3:2:21211:13308:2498 2120640771 47 80.85
M_NS500382:58:HKCMKBGX3:1:11101:22584:3577 1750049983 60 60.00
M_NS500382:58:HKCMKBGX3:1:11101:13228:3583 2429747686 37 64.86
M_NS500382:58:HKCMKBGX3:1:11101:3427:3625 2429747686 116 65.52
M_NS500382:58:HKCMKBGX3:1:11101:25009:3658 2429747686 55 70.91
M_NS500382:58:HKCMKBGX3:4:21506:17800:14447 1293883061 48 64.58
M_NS500382:58:HKCMKBGX3:4:22607:22817:6147 2120640771 57 70.18
M_NS500382:58:HKCMKBGX3:1:11101:5276:1084 2120640771 54 70.37
M_NS500382:58:HKCMKBGX3:1:11101:16049:1100 1293883061 81 69.14
M_NS500382:58:HKCMKBGX3:4:22411:23091:5730 2429747686 48 62.50
M_NS500382:58:HKCMKBGX3:1:11101:13751:1127 2429747686 39 46.15
M_NS500382:58:HKCMKBGX3:1:11101:8919:1140 1750049983 92 59.78
