M_M02279:795:000000000-DK97M:1:1101:16280:1403 2537409542 49 59.18
M_NS500559:167:HCLTNBGXT:4:23606:25738:17583 1750049983 46 58.70
M_M02279:795:000000000-DK97M:1:1101:17247:1805 3111338292 41 70.73
M_NS500559:167:HCLTNBGXT:3:22608:17716:8719 3111338292 40 72.50
M_M02279:795:000000000-DK97M:1:1101:18776:2208 1293883061 43 62.79
M_NS500559:167:HCLTNBGXT:4:23510:24420:8773 3111338292 36 69.44
M_NS500559:167:HCLTNBGXT:3:11407:21000:11959 3111338292 55 47.27
M_M02279:795:000000000-DK97M:1:1101:13693:2654 1814323118 62 22.58
M_NS500559:167:HCLTNBGXT:2:22107:1483:8344 2537409542 48 60.42
M_NS500559:167:HCLTNBGXT:4:23511:17729:4592 3111338292 59 76.27
M_NS500559:167:HCLTNBGXT:4:11503:15194:2644 31831535 61 42.62
M_M02279:795:000000000-DK97M:1:1101:11953:2915 485307073 95 64.21
M_NS500559:167:HCLTNBGXT:3:12609:20476:18800 3111338292 66 77.27
M_M02279:795:000000000-DK97M:1:1101:15199:3008 3111338292 52 71.15
M_NS500559:167:HCLTNBGXT:2:21305:22606:8757 3111338292 55 69.09
M_M02279:795:000000000-DK97M:1:1101:12549:3098 3111338292 75 57.33
M_NS500559:167:HCLTNBGXT:4:21511:8352:11963 3111338292 43 62.79
M_M02279:795:000000000-DK97M:1:1101:13846:3116 1750049983 38 63.16
M_M02279:795:000000000-DK97M:1:1101:20054:3275 2537409542 45 60.00
M_M02279:795:000000000-DK97M:1:1101:11759:3280 3111338292 88 67.05
M_NS500559:167:HCLTNBGXT:4:12410:18159:17239 3111338292 55 67.27
M_M02279:795:000000000-DK97M:1:1101:20720:3655 1334717807 40 70.00
M_NS500559:167:HCLTNBGXT:3:22409:23481:14601 3111338292 44 70.45
M_M02279:795:000000000-DK97M:1:1101:19043:3692 2537409542 45 60.00
M_M02279:795:000000000-DK97M:1:1101:20997:3733 2511675631 64 54.69
M_NS500559:167:HCLTNBGXT:4:21512:23229:12394 3111338292 50 66.00
M_M02279:795:000000000-DK97M:1:1101:18916:3752 485307073 39 56.41
