"Species"	"Isolation_Source"
"Cryptobacteroides sp017548445"	"other"
"Cryptobacteroides sp017548805"	"other"
"Cryptobacteroides sp017548985"	"other"
"Cryptobacteroides sp017549145"	"other"
"Cryptobacteroides sp017549505"	"other"
"Cryptobacteroides sp017550525"	"other"
"Cryptobacteroides sp017551405"	"other"
"Cryptobacteroides sp017551425"	"other"
"Cryptobacteroides sp017552105"	"other"
"Cryptobacteroides sp017552475"	"other"
"Cryptobacteroides sp017553255"	"other"
"Cryptobacteroides sp017553405"	"other"
"Cryptobacteroides sp017553545"	"other"
"Cryptobacteroides sp017554135"	"other"
"Cryptobacteroides sp017554335"	"other"
"Cryptobacteroides sp017555445"	"other"
"Cryptobacteroides sp017555965"	"other"
"Cryptobacteroides sp017556765"	"other"
"Cryptobacteroides sp017557325"	"other"
"Cryptobacteroides sp017557535"	"other"
"Cryptobacteroides sp017558775"	"other"
"Cryptobacteroides sp017559545"	"other"
"Cryptobacteroides sp017560625"	"other"
"Cryptobacteroides sp017560825"	"other"
"Cryptobacteroides sp017561265"	"other"
"Cryptobacteroides sp017561765"	"other"
"Cryptobacteroides sp017561865"	"other"
"Cryptobacteroides sp017612675"	"other"
"Cryptobacteroides sp017614795"	"other"
"Cryptobacteroides sp017615065"	"other"
"Cryptobacteroides sp017615135"	"other"
"Cryptobacteroides sp017615435"	"other"
"Cryptobacteroides sp017615445"	"other"
"Cryptobacteroides sp017615615"	"other"
"Cryptobacteroides sp017616595"	"other"
"Cryptobacteroides sp017617035"	"other"
"Cryptobacteroides sp017617475"	"other"
"Cryptobacteroides sp017617495"	"other"
"Cryptobacteroides sp017617715"	"other"
"Cryptobacteroides sp017618815"	"other"
"Cryptobacteroides sp017619675"	"other"
"Cryptobacteroides sp017620335"	"other"
"Cryptobacteroides sp017625725"	"other"
"Cryptobacteroides sp017626355"	"other"
"Cryptobacteroides sp017626555"	"other"
"Cryptobacteroides sp017627255"	"other"
"Cryptobacteroides sp017627955"	"other"
"Cryptobacteroides sp017630215"	"other"
"Cryptobacteroides sp017631175"	"other"
"Cryptobacteroides sp017634595"	"other"
"Cryptobacteroides sp017651045"	"other"
"Cryptobacteroides sp017651225"	"other"
"Cryptobacteroides sp017651465"	"other"
"Cryptobacteroides sp017651785"	"other"
"Cryptobacteroides sp017934185"	"other"
"Cryptobacteroides sp017937885"	"other"
"Cryptobacteroides sp017938925"	"other"
"Cryptobacteroides sp017958985"	"other"
"Cryptobacteroides sp017960545"	"other"
"Cryptobacteroides sp017961015"	"other"
"Cryptobacteroides sp017961345"	"other"
"Cryptobacteroides sp017962025"	"other"
"Cryptobacteroides sp017962065"	"other"
"Cryptobacteroides sp017962165"	"other"
"Cryptobacteroides sp017962585"	"other"
"Cryptobacteroides sp017962705"	"other"
"Cryptobacteroides sp017962925"	"other"
"Cryptobacteroides sp018064625"	"other"
"Cryptobacteroides sp018064725"	"other"
"Cryptobacteroides sp018065265"	"other"
"Cryptobacteroides sp018065485"	"other"
"Cryptobacteroides sp018065985"	"other"
"Cryptobacteroides sp018066065"	"other"
"Cryptobacteroides sp018066125"	"other"
"Cryptobacteroides sp900167895"	"other"
"Cryptobacteroides sp900167925"	"other"
"Cryptobacteroides sp900313205"	"other"
"Cryptobacteroides sp900313275"	"other"
"Cryptobacteroides sp900316045"	"other"
"Cryptobacteroides sp900316245"	"other"
"Cryptobacteroides sp900316525"	"other"
"Cryptobacteroides sp900316675"	"other"
"Cryptobacteroides sp900316955"	"other"
"Cryptobacteroides sp900317065"	"other"
"Cryptobacteroides sp900317845"	"other"
"Cryptobacteroides sp900317925"	"other"
"Cryptobacteroides sp900318015"	"other"
"Cryptobacteroides sp900318355"	"other"
"Cryptobacteroides sp900318445"	"other"
"Cryptobacteroides sp900318565"	"other"
"Cryptobacteroides sp900318955"	"other"
"Cryptobacteroides sp900319375"	"other"
"Cryptobacteroides sp900319405"	"other"
"Cryptobacteroides sp900319485"	"other"
"Cryptobacteroides sp900319685"	"other"
"Cryptobacteroides sp900319855"	"other"
"Cryptobacteroides sp900319975"	"other"
"Cryptobacteroides sp900320185"	"other"
"Cryptobacteroides sp900320365"	"other"
"Cryptobacteroides sp900320385"	"other"
"Cryptobacteroides sp900320545"	"other"
"Cryptobacteroides sp900320795"	"other"
"Cryptobacteroides sp900320965"	"other"
"Cryptobacteroides sp900321245"	"other"
"Cryptobacteroides sp900321655"	"other"
"Cryptobacteroides sp900321715"	"other"
"Cryptobacteroides sp900541925"	"other"
"Cryptobacteroides sp900544195"	"other"
"Cryptobacteroides sp900545245"	"other"
"Cryptobacteroides sp900546395"	"other"
"Cryptobacteroides sp900546445"	"other"
"Cryptobacteroides sp900546925"	"other"
"Cryptobacteroides sp900760425"	"other"
"Cryptobacteroides sp900767375"	"other"
"Cryptobacteroides sp900767405"	"other"
"Cryptobacteroides sp900769145"	"other"
"Cryptobacteroides sp900769905"	"other"
"Cryptobacteroides sp900771005"	"other"
"Cryptobacteroides sp902761655"	"other"
"Cryptobacteroides sp902762435"	"other"
"Cryptobacteroides sp902762655"	"other"
"Cryptobacteroides sp902766255"	"other"
"Cryptobacteroides sp902766985"	"other"
"Cryptobacteroides sp902767465"	"other"
"Cryptobacteroides sp902768665"	"other"
"Cryptobacteroides sp902768955"	"other"
"Cryptobacteroides sp902768985"	"other"
"Cryptobacteroides sp902772985"	"other"
"Cryptobacteroides sp902774045"	"other"
"Cryptobacteroides sp902774145"	"other"
"Cryptobacteroides sp902774155"	"other"
"Cryptobacteroides sp902774345"	"other"
"Cryptobacteroides sp902778105"	"other"
"Cryptobacteroides sp902779495"	"other"
"Cryptobacteroides sp902779765"	"other"
"Cryptobacteroides sp902779785"	"other"
"Cryptobacteroides sp902780935"	"other"
"Cryptobacteroides sp902781705"	"other"
"Cryptobacteroides sp902782225"	"other"
"Cryptobacteroides sp902784435"	"other"
"Cryptobacteroides sp902784785"	"other"
"Cryptobacteroides sp902785065"	"other"
"Cryptobacteroides sp902785575"	"other"
"Cryptobacteroides sp902785825"	"other"
"Cryptobacteroides sp902787255"	"other"
"Cryptobacteroides sp902787295"	"other"
"Cryptobacteroides sp902788095"	"other"
"Cryptobacteroides sp902788175"	"other"
"Cryptobacteroides sp902789245"	"other"
"Cryptobacteroides sp902789395"	"other"
"Cryptobacteroides sp902790635"	"other"
"Cryptobacteroides sp902791945"	"other"
"Cryptobacteroides sp902792815"	"other"
"Cryptobacteroides sp902794005"	"other"
"Cryptobacteroides sp902794615"	"other"
"Cryptobacteroides sp902795445"	"other"
"Cryptobacteroides sp902795735"	"other"
"Cryptobacteroides sp902795785"	"other"
"Cryptobacteroides sp902796455"	"other"
"Cryptobacteroides sp902796555"	"other"
"Cryptobacteroides sp902797035"	"other"
"Cryptobacteroides sp902797435"	"other"
"Cryptobacteroides sp902798975"	"other"
"Cryptobacteroides sp902799895"	"other"
"Cryptobacteroides sp902801205"	"other"
"Cryptobacteroides sp902801885"	"other"
"Cryptobacteroides sp902803535"	"other"
"Cryptobacteroides sp902803715"	"other"
"Cryptobacteroides sp904501835"	"other"
"Cryptobacteroides sp905233275"	"other"
"Cryptobacteroides sp905233655"	"other"
"Cryptobacteroides sp905234285"	"other"
"Cryptobacteroides sp905234475"	"other"
"Cryptobacteroides sp905234485"	"other"
"Cryptobacteroides sp905234775"	"other"
"Cryptobacteroides sp905234795"	"other"
"Cryptobacteroides sp905235085"	"other"
"Cryptobacteroides sp905235445"	"other"
"Cryptobacteroides sp905235535"	"other"
"Cryptobacteroides sp905235615"	"other"
"Cryptobacteroides sp905235675"	"other"
"Cryptobacteroides sp905235775"	"other"
"Cryptobacteroides sp905236955"	"other"
"Cryptobacteroides sp910585445"	"other"
"Cryptoclostridium obscurum"	"other"
"Cryptosporangium arvum"	"other"
"Cryptosporangium aurantiacum"	"other"
"Cryptosporangium phraense"	"other"
"Cucumibacter marinus"	"other"
"Culicoidibacter larvae"	"other"
"Cumulibacter manganitolerans"	"other"
"Cumulibacter soli"	"other"
"Cumulibacter sp900292035"	"other"
"Cuneatibacter caecimuris"	"other"
"Cuniculiplasma divulgatum"	"other"
"Cupidesulfovibrio liaohensis"	"other"
"Cupidesulfovibrio oxamicus"	"other"
"Cupidesulfovibrio sp000226255"	"other"
"Cupidesulfovibrio termitidis"	"other"
"Cupidesulfovibrio vulgaris A"	"other"
"Cupriavidus alkaliphilus"	"other"
"Cupriavidus basilensis"	"other"
"Cupriavidus basilensis B"	"other"
"Cupriavidus basilensis D"	"other"
"Cupriavidus campinensis"	"other"
"Cupriavidus cauae"	"other"
"Cupriavidus gilardii"	"other"
"Cupriavidus gilardii C"	"other"
"Cupriavidus gilardii D"	"other"
"Cupriavidus lacunae"	"other"
"Cupriavidus malaysiensis"	"other"
"Cupriavidus metallidurans"	"other"
"Cupriavidus nantongensis"	"other"
"Cupriavidus necator"	"other"
"Cupriavidus necator A"	"other"
"Cupriavidus necator B"	"other"
"Cupriavidus neocaledonicus"	"other"
"Cupriavidus numazuensis"	"other"
"Cupriavidus oxalaticus"	"other"
"Cupriavidus oxalaticus A"	"other"
"Cupriavidus pauculus"	"other"
"Cupriavidus pauculus B"	"other"
"Cupriavidus pauculus C"	"other"
"Cupriavidus pauculus D"	"other"
"Cupriavidus pickettii A"	"other"
"Cupriavidus pinatubonensis"	"other"
"Cupriavidus plantarum"	"other"
"Cupriavidus sp000292345"	"other"
"Cupriavidus sp000379565"	"other"
"Cupriavidus sp000426345"	"other"
"Cupriavidus sp000812465"	"other"
"Cupriavidus sp000955785"	"other"
"Cupriavidus sp001652915"	"other"
"Cupriavidus sp001725945"	"other"
"Cupriavidus sp003402535"	"other"
"Cupriavidus sp004217045"	"other"
"Cupriavidus sp005503625"	"other"
"Cupriavidus sp013361545"	"other"
"Cupriavidus sp017814975"	"other"
"Cupriavidus sp018729255"	"other"
"Cupriavidus sp019236395"	"other"
"Cupriavidus sp900101625"	"other"
"Cupriavidus sp900104095"	"other"
"Cupriavidus taiwanensis"	"other"
"Cupriavidus taiwanensis B"	"other"
"Cupriavidus taiwanensis C"	"other"
"Cupriavidus taiwanensis D"	"other"
"Cupriavidus yeoncheonensis"	"other"
"Curtobacterium ammoniigenes"	"other"
"Curtobacterium citreum"	"other"
"Curtobacterium flaccumfaciens"	"other"
"Curtobacterium flaccumfaciens A"	"other"
"Curtobacterium flaccumfaciens B"	"other"
"Curtobacterium flaccumfaciens C"	"other"
"Curtobacterium flaccumfaciens D"	"other"
"Curtobacterium herbarum"	"other"
"Curtobacterium luteum"	"other"
"Curtobacterium luteum A"	"other"
"Curtobacterium oceanosedimentum"	"other"
"Curtobacterium pusillum"	"other"
"Curtobacterium pusillum A"	"other"
"Curtobacterium pusillum B"	"other"
"Curtobacterium pusillum C"	"other"
"Curtobacterium sp000333375"	"other"
"Curtobacterium sp000772085"	"other"
"Curtobacterium sp001422205"	"other"
"Curtobacterium sp001424385"	"other"
"Curtobacterium sp001705035"	"other"
"Curtobacterium sp001742745"	"other"
"Curtobacterium sp001806325"	"other"
"Curtobacterium sp001864835"	"other"
"Curtobacterium sp001864895"	"other"
"Curtobacterium sp001865015"	"other"
"Curtobacterium sp001865065"	"other"
"Curtobacterium sp002412165"	"other"
"Curtobacterium sp003224335"	"other"
"Curtobacterium sp003234085"	"other"
"Curtobacterium sp003234115"	"other"
"Curtobacterium sp003234175"	"other"
"Curtobacterium sp003234185"	"other"
"Curtobacterium sp003234265"	"other"
"Curtobacterium sp003234365"	"other"
"Curtobacterium sp003234565"	"other"
"Curtobacterium sp003234795"	"other"
"Curtobacterium sp003234855"	"other"
"Curtobacterium sp003752025"	"other"
"Curtobacterium sp003755065"	"other"
"Curtobacterium sp003762905"	"other"
"Curtobacterium sp003989515"	"other"
"Curtobacterium sp007673775"	"other"
"Curtobacterium sp015350905"	"other"
"Curtobacterium sp015350975"	"other"
"Curtobacterium sp015350995"	"other"
"Curtobacterium sp015351025"	"other"
"Curtobacterium sp016267665"	"other"
"Curtobacterium sp018613895"	"other"
"Curtobacterium sp018885305"	"other"
"Curtobacterium sp900086645"	"other"
"Curtobacterium sp900101675"	"other"
"Curvibacter gracilis"	"other"
"Curvibacter lanceolatus"	"other"
"Curvibacter sp003987795"	"other"
"Curvibacter sp019233055"	"other"
"Curvibacter sp903828535"	"other"
"Curvibacter sp903834975"	"other"
"Curvibacter sp903902035"	"other"
"Curvivirga aplysinae"	"other"
"Cuspidothrix issatschenkoi"	"other"
"Cutibacterium acnes"	"other"
"Cutibacterium avidum"	"other"
"Cutibacterium granulosum"	"other"
"Cutibacterium modestum"	"other"
"Cutibacterium namnetense"	"other"
"Cutibacterium porci"	"other"
"Cutibacterium timonense"	"other"
"Cx-87 sp014529995"	"other"
"Cyanobacterium sp002813895"	"other"
"Cyanobacterium sp003566215"	"other"
"Cyanobacterium sp015272165"	"other"
"Cyanobacterium stanieri"	"other"
"Cyanobacterium stanieri B"	"other"
"Cyanobium A sp002252665"	"other"
"Cyanobium A sp013205255"	"other"
"Cyanobium A sp014697415"	"other"
"Cyanobium A sp015840335"	"other"
"Cyanobium A sp016882385"	"other"
"Cyanobium A sp903928835"	"other"
"Cyanobium A usitatum"	"other"
"Cyanobium elabens"	"other"
"Cyanobium gracile"	"other"
"Cyanobium minutissimum"	"other"
"Cyanobium sp000708525"	"other"
"Cyanobium sp002252675"	"other"
"Cyanobium sp014191755"	"other"
"Cyanobium sp015840715"	"other"
"Cyanobium sp016882305"	"other"
"Cyanobium sp016882315"	"other"
"Cyanobium sp019038415"	"other"
"Cyanobium sp019038465"	"other"
"Cyanobium sp903823115"	"other"
"Cyanobium sp903831165"	"other"
"Cyanobium sp903856805"	"other"
"Cyanobium sp903858015"	"other"
"Cyanobium sp903882285"	"other"
"Cyanobium sp903907855"	"other"
"Cyanobium sp903917565"	"other"
"Cyanobium sp903934745"	"other"
"Cyanobium sp903935205"	"other"
"Cybelea palsarum"	"other"
"Cybelea septentrionalis"	"other"
"Cybelea sp013289785"	"other"
"Cybelea sp019235995"	"other"
"Cybelea sp019237435"	"other"
"Cybelea sp019240525"	"other"
"Cybelea sp019240755"	"other"
"Cybelea sp019245995"	"other"
"Cybelea sp019247395"	"other"
"Cybelea tumulisoli"	"other"
"Cybelea tyrphae"	"other"
"Cyclobacterium amurskyense"	"other"
"Cyclobacterium jeungdonense"	"other"
"Cyclobacterium lianum"	"other"
"Cyclobacterium marinum"	"other"
"Cyclobacterium plantarum"	"other"
"Cyclobacterium qasimii"	"other"
"Cyclobacterium sp010119225"	"other"
"Cyclobacterium sp010119245"	"other"
"Cyclobacterium sp010993705"	"other"
"Cyclobacterium sp014762705"	"other"
"Cyclobacterium xiamenense"	"other"
"Cycloclasticus pugetii"	"other"
"Cycloclasticus sp001566825"	"other"
"Cycloclasticus sp002101205"	"other"
"Cycloclasticus sp002101225"	"other"
"Cycloclasticus sp002101235"	"other"
"Cycloclasticus sp002162695"	"other"
"Cycloclasticus sp002162705"	"other"
"Cycloclasticus sp002292375"	"other"
"Cycloclasticus sp002401365"	"other"
"Cycloclasticus sp002700385"	"other"
"Cycloclasticus sp002733135"	"other"
"Cycloclasticus sp012959695"	"other"
"Cycloclasticus sp012960055"	"other"
"Cycloclasticus sp016764415"	"other"
"Cycloclasticus sp018066825"	"other"
"Cycloclasticus sp019090295"	"other"
"Cyclonatronum proteinivorum"	"other"
"Cyclonatronum sp003555145"	"other"
"Cylindrospermum sp003994795"	"other"
"Cylindrospermum sp014697195"	"other"
"Cylindrospermum stagnale"	"other"
"Cypionkella psychrotolerans"	"other"
"Cypionkella sp001828855"	"other"
"Cypionkella sp002256245"	"other"
"Cypionkella sp009773375"	"other"
"Cypionkella sp013298675"	"other"
"Cypionkella sp018063485"	"other"
"Cysteiniphilum halobium"	"other"
"Cysteiniphilum litorale"	"other"
"Cysteiniphilum marinum"	"other"
"Cysteiniphilum sp008711525"	"other"
"Cystobacter fuscus A"	"other"
"Cytobacillus dafuensis"	"other"
"Cytobacillus eiseniae"	"other"
"Cytobacillus firmus"	"other"
"Cytobacillus firmus A"	"other"
"Cytobacillus firmus B"	"other"
"Cytobacillus globisporus"	"other"
"Cytobacillus gottheilii"	"other"
"Cytobacillus horneckiae"	"other"
"Cytobacillus kochii"	"other"
"Cytobacillus massiliigabonensis"	"other"
"Cytobacillus oceanisediminis"	"other"
"Cytobacillus oceanisediminis A"	"other"
"Cytobacillus oceanisediminis C"	"other"
"Cytobacillus praedii"	"other"
"Cytobacillus solani"	"other"
"Cytobacillus sp000518885"	"other"
"Cytobacillus sp001509555"	"other"
"Cytobacillus sp001956215"	"other"
"Cytobacillus sp002272225"	"other"
"Cytobacillus sp009849585"	"other"
"Cytobacillus sp014836495"	"other"
"Cytobacillus sp017303275"	"other"
"Cytobacillus sp018343665"	"other"
"Cytobacillus sp018613035"	"other"
"Cytobacillus sp019039215"	"other"
"Cytomitobacter indipagum"	"other"
"Cytomitobacter primus"	"other"
"Cytophaga aurantiaca"	"other"
"Cytophaga hutchinsonii"	"other"
"D16-34 sp003612515"	"other"
"D16-34 sp009911635"	"other"
"D16-34 sp011039175"	"other"
"D16-34 sp011392455"	"other"
"D16-34 sp910577495"	"other"
"D16-34 sp910588485"	"other"
"D16-63 sp910588095"	"other"
"D2-FULL-39-29 sp001778355"	"other"
"D2-FULL-39-29 sp001778375"	"other"
"D2472 sp000307935"	"other"
"D2472 sp002358345"	"other"
"D2472 sp002469975"	"other"
"D2472 sp003283765"	"other"
"D2472 sp003284215"	"other"
"D2472 sp003331545"	"other"
"D2472 sp016779285"	"other"
"D2472 sp016779505"	"other"
"D2472 sp902509555"	"other"
"D2472 sp902511425"	"other"
"D2472 sp902511575"	"other"
"D2472 sp902512655"	"other"
"D2472 sp902513515"	"other"
"D2472 sp902515455"	"other"
"D2472 sp902515775"	"other"
"D2472 sp902528215"	"other"
"D2472 sp902541245"	"other"
"D2472 sp902593675"	"other"
"D2472 sp902595065"	"other"
"D2472 sp902596165"	"other"
"D2472 sp902599315"	"other"
"D2472 sp902602595"	"other"
"D2472 sp902608115"	"other"
"D2472 sp902623685"	"other"
"D2472 sp902627055"	"other"
"D2472 sp905181595"	"other"
"D37C17 sp004124405"	"other"
"D37C17 sp012964845"	"other"
"D37C17 sp014381415"	"other"
"DA-C8 sp015472005"	"other"
"DAT-1 sp019084025"	"other"
"DB1 sp001914235"	"other"
"DB6-IX sp000443995"	"other"
"DB6-IX sp000447775"	"other"
"DB6-IX sp000447795"	"other"
"DB6-IX sp001874305"	"other"
"DB6-IX sp002338505"	"other"
"DB6-IX sp002686115"	"other"
"DB6-IX sp002903145"	"other"
"DB6-IX sp003612895"	"other"
"DC-out156 sp019090385"	"other"
"DC-out160 sp016765265"	"other"
"DC-out160 sp019090455"	"other"
"DC0425bin3 sp002753665"	"other"
"DDH964 sp001611275"	"other"
"DDPF01 sp003507515"	"other"
"DDPF01 sp013289415"	"other"
"DE0126 sp007679095"	"other"
"DG-23 sp001302825"	"other"
"DG-27 sp001302725"	"other"
"DG-33 sp001515185"	"other"
"DG-33 sp004375695"	"other"
"DG-60 sp001304365"	"other"
"DG-74-1 sp001303125"	"other"
"DG-74-3 sp001302985"	"other"
"DG-78 sp001303225"	"other"
"DKR-5 sp018531425"	"other"
"DMER64 sp001512865"	"other"
"DMER64 sp001603455"	"other"
"DMER64 sp002071175"	"other"
"DMER64 sp002071385"	"other"
"DMER64 sp002305545"	"other"
"DMER64 sp002408205"	"other"
"DMER64 sp002409325"	"other"
"DMER64 sp002427525"	"other"
"DMER64 sp011620605"	"other"
"DMER64 sp012510445"	"other"
"DMER64 sp012515395"	"other"
"DMER64 sp012839605"	"other"
"DONG20-135 sp009831105"	"other"
"DP-19 sp005879405"	"other"
"DP-19 sp016200545"	"other"
"DP-20 sp005879255"	"other"
"DP-20 sp005879435"	"other"
"DP-20 sp009692615"	"other"
"DP-20 sp016844625"	"other"
"DP-20 sp016874755"	"other"
"DP-23 sp005879245"	"other"
"DP-3 sp005879205"	"other"
"DP-3 sp005888095"	"other"
"DP-36 sp005878685"	"other"
"DP-6 sp005879795"	"other"
"DP16D-bin41 sp004321905"	"other"
"DP16D-bin41 sp903889245"	"other"
"DP16D-bin41 sp903896925"	"other"
"DP16D-bin41 sp903912445"	"other"
"DP3N28-2 sp019218285"	"other"
"DQVG01 sp015661865"	"other"
"DRGS01 sp016928585"	"other"
"DRGT01 sp016838795"	"other"
"DRGT01 sp016838845"	"other"
"DRGV01 sp018903055"	"other"
"DRIG01 sp016936155"	"other"
"DRKI01 sp011051875"	"other"
"DRKI01 sp015484845"	"other"
"DRKS01 sp015490795"	"other"
"DRLW01 sp015485525"	"other"
"DRLX01 sp011322715"	"other"
"DRLX01 sp015489765"	"other"
"DRMK01 sp015488495"	"other"
"DRMK01 sp015490535"	"other"
"DRMK01 sp015491735"	"other"
"DRMV01 sp011322445"	"other"
"DRMV01 sp013154225"	"other"
"DROE01 sp015487515"	"other"
"DROE01 sp015487985"	"other"
"DRPN01 sp015486185"	"other"
"DRPN01 sp015486475"	"other"
"DRQE01 sp011371515"	"other"
"DRQE01 sp015492245"	"other"
"DRQN01 sp011371455"	"other"
"DRVP01 sp018396705"	"other"
"DRVP01 sp018396875"	"other"
"DRYS01 sp011367275"	"other"
"DSAD01 sp016934135"	"other"
"DSAD01 sp018434685"	"other"
"DSBX01 sp016935775"	"other"
"DSCM01 sp015486505"	"other"
"DSCM01 sp016938065"	"other"
"DSCS01 sp016937175"	"other"
"DSDF01 sp016841665"	"other"
"DSDU01 sp016936905"	"other"
"DSLN01 sp902812335"	"other"
"DSM-108975 sp014982715"	"other"
"DSM-111022 sp015863185"	"other"
"DSM-111022 sp015863195"	"other"
"DSM-111022 sp015863215"	"other"
"DSM-9736 sp900187405"	"other"
"DSM105185 sp009695605"	"other"
"DSNW01 sp016789245"	"other"
"DSNY01 sp016861185"	"other"
"DSOI01 sp016871115"	"other"
"DSOT01 sp001770325"	"other"
"DSOT01 sp001771985"	"other"
"DSOT01 sp001772005"	"other"
"DSOT01 sp016199545"	"other"
"DSOT01 sp016202565"	"other"
"DSOT01 sp016202605"	"other"
"DSPA01 sp016185365"	"other"
"DSPX01 sp011331985"	"other"
"DSPX01 sp016446395"	"other"
"DSQK01 sp016203225"	"other"
"DSQK01 sp016203265"	"other"
"DSQQ01 sp012032575"	"other"
"DSQQ01 sp015075185"	"other"
"DSQQ01 sp015075405"	"other"
"DSQQ01 sp016860845"	"other"
"DSRU01 sp011331465"	"other"
"DSVQ01 sp016125225"	"other"
"DSVZ01 sp015075445"	"other"
"DSWT01 sp016934645"	"other"
"DSXH01 sp016177735"	"other"
"DSXH01 sp016873835"	"other"
"DSXH01 sp018333725"	"other"
"DSYF01 sp017853715"	"other"
"DSYL01 sp018000835"	"other"
"DSZF01 sp011605825"	"other"
"DT-110 sp013214265"	"other"
"DT-111 sp013214355"	"other"
"DT-14 sp013216135"	"other"
"DT-32 sp013214065"	"other"
"DT-33 sp013215105"	"other"
"DT-34 sp013215095"	"other"
"DT-35 sp013214425"	"other"
"DT-38 sp013214205"	"other"
"DT-38 sp013214975"	"other"
"DT-59 sp013215865"	"other"
"DT-68 sp013215685"	"other"
"DT-91 sp013215025"	"other"
"DT-91 sp013215055"	"other"
"DT-91 sp902705835"	"other"
"DTBI01 sp011362025"	"other"
"DTBI01 sp011364305"	"other"
"DTBU01 sp018396755"	"other"
"DTDX01 sp018396775"	"other"
"DTDX01 sp018396815"	"other"
"DTER01 sp014360945"	"other"
"DTER01 sp014360995"	"other"
"DTEX01 sp018396405"	"other"
"DTEX01 sp018396435"	"other"
"DTEX01 sp018396555"	"other"
"DTEX01 sp018396635"	"other"
"DTEX01 sp018396655"	"other"
"DTEX01 sp018396795"	"other"
"DTEX01 sp018396975"	"other"
"DTEX01 sp018396995"	"other"
"DTGE01 sp018396725"	"other"
"DTJG01 sp002070645"	"other"
"DTKD01 sp012522555"	"other"
"DTKD01 sp012522575"	"other"
"DTKZ01 sp017998025"	"other"
"DTLA01 sp014360805"	"other"
"DTLA01 sp014874485"	"other"
"DTMT01 sp018396565"	"other"
"DTMT01 sp018396915"	"other"
"DTOV01 sp018052995"	"other"
"DTPU01 sp018007255"	"other"
"DTQO01 sp017601265"	"other"
"DTRM01 sp012965975"	"other"
"DTRS01 sp012965765"	"other"
"DTSJ01 sp012965445"	"other"
"DTSX01 sp012965065"	"other"
"DTSZ01 sp012965045"	"other"
"DTU008 sp001421185"	"other"
"DTU008 sp001512965"	"other"
"DTU008 sp002498285"	"other"
"DTU008 sp002504525"	"other"
"DTU008 sp012518185"	"other"
"DTU008 sp012519255"	"other"
"DTU010 sp002391385"	"other"
"DTU010 sp012521335"	"other"
"DTU010 sp012837385"	"other"
"DTU010 sp012840725"	"other"
"DTU010 sp900018335"	"other"
"DTU012 sp012520795"	"other"
"DTU012 sp012521805"	"other"
"DTU012 sp012837335"	"other"
"DTU012 sp012840925"	"other"
"DTU012 sp900019385"	"other"
"DTU013 sp002385815"	"other"
"DTU013 sp002386045"	"other"
"DTU013 sp012519745"	"other"
"DTU013 sp012799845"	"other"
"DTU014 sp900016865"	"other"
"DTU015 sp001513185"	"other"
"DTU015 sp012512325"	"other"
"DTU015 sp012837895"	"other"
"DTU015 sp012841065"	"other"
"DTU018 sp001513155"	"other"
"DTU018 sp002305535"	"other"
"DTU018 sp003444615"	"other"
"DTU019 sp001512785"	"other"
"DTU019 sp002398825"	"other"
"DTU019 sp002402575"	"other"
"DTU022 sp001512835"	"other"
"DTU024 sp001513425"	"other"
"DTU024 sp002411105"	"other"
"DTU024 sp002428405"	"other"
"DTU024 sp012514225"	"other"
"DTU024 sp012518615"	"other"
"DTU024 sp012521895"	"other"
"DTU024 sp012522875"	"other"
"DTU024 sp012728435"	"other"
"DTU024 sp012728815"	"other"
"DTU024 sp012837525"	"other"
"DTU024 sp012837835"	"other"
"DTU024 sp012837965"	"other"
"DTU025 sp001513145"	"other"
"DTU027 sp002385745"	"other"
"DTU029 sp001512435"	"other"
"DTU029 sp012518635"	"other"
"DTU030 sp001513125"	"other"
"DTU030 sp012841005"	"other"
"DTU030 sp012842325"	"other"
"DTU032 sp001512745"	"other"
"DTU032 sp002427475"	"other"
"DTU032 sp002427505"	"other"
"DTU032 sp012728535"	"other"
"DTU036 sp001512625"	"other"
"DTU036 sp012727635"	"other"
"DTU049 sp001512885"	"other"
"DTU049 sp001513285"	"other"
"DTU049 sp001603615"	"other"
"DTU049 sp018056215"	"other"
"DTU052 sp001512495"	"other"
"DTU052 sp002329495"	"other"
"DTU052 sp012728655"	"other"
"DTU052 sp012729505"	"other"
"DTU053 sp001512765"	"other"
"DTU053 sp009779455"	"other"
"DTU053 sp012520115"	"other"
"DTU056 sp001512985"	"other"
"DTU059 sp002376415"	"other"
"DTU059 sp003535195"	"other"
"DTU059 sp012520615"	"other"
"DTU059 sp012520855"	"other"
"DTU059 sp012521615"	"other"
"DTU059 sp012521705"	"other"
"DTU059 sp012523685"	"other"
"DTU059 sp012523705"	"other"
"DTU059 sp012719545"	"other"
"DTU059 sp012728095"	"other"
"DTU059 sp012839205"	"other"
"DTU059 sp012840245"	"other"
"DTU059 sp012842645"	"other"
"DTU063 sp001512695"	"other"
"DTU063 sp012842445"	"other"
"DTU064 sp001513385"	"other"
"DTU064 sp012522015"	"other"
"DTU065 sp001512545"	"other"
"DTU067 sp001512995"	"other"
"DTU068 sp001513545"	"other"
"DTU068 sp012516535"	"other"
"DTU068 sp012840405"	"other"
"DTU068 sp012842275"	"other"
"DTU069 sp001512485"	"other"
"DTU069 sp012730095"	"other"
"DTU072 sp001512685"	"other"
"DTU072 sp012838805"	"other"
"DTU073 sp001512665"	"other"
"DTU074 sp001513075"	"other"
